prop_d28,prop_d4,prop_d7,prop,native,organism_code,target_taxon_name,target_taxon_level,lit_taxon_name,lit_taxon_level,lit_taxon_type,citation,population_country,population_state,population_description,trait,trait_value_rank,trait_value,trait_unit,trait_description,notes
0.751101321585903,0.8410596026490066,0.33774834437086093,0.6433823529411765,0,4750,Gammarus daiberi,species,Gammarus spp.,genus,congener,Ginn et al 1976,Unites States,New York,Indian Point,dispersal,1,N,categorical,"females contain eggs and/or young in marsupium and release as young. Study done with G. daiberi and G.tigrinus, but they indicate samples were most likely mostly G. daiberi.",NA
0.751101321585903,0.8410596026490066,0.33774834437086093,0.6433823529411765,0,4750,Gammarus daiberi,species,Gammarus spp.,genus,congener,MacNeil et al 1997,NA,NA,NA,habit,1,S,categorical,"Gammarus spp. are often found in great abundance in o runde any substratum that provides both shelter from predators and a supply of organic detritus and other foodstuffs,that is,under rocks,in gravel or coarse substrates and amongst living and dead vegetation.",NA
0.751101321585903,0.8410596026490066,0.33774834437086093,0.6433823529411765,0,4750,Gammarus daiberi,species,Gammarus spp.,genus,congener,Sutcliffe 1992,NA,NA,NA,reproduction,1,S,categorical,sexually dimorphic with courting patterns and sexual reproduction among various Gammarus species studied.,NA
0.751101321585903,0.8410596026490066,0.33774834437086093,0.6433823529411765,0,4750,Gammarus daiberi,species,Gammarus daiberi,species,target,Bousfield 1973,NA,NA,NA,salinity_tolerance,1,15,ppt,field observation,collected at this salinity
0.751101321585903,0.8410596026490066,0.33774834437086093,0.6433823529411765,0,4750,Gammarus daiberi,species,Gammarus daiberi,species,target,Nauman and Cory 1969,United States,Maryland,Chalk Point,thermal_tolerance,1,32,C,average temperature in thermal effluent in June when G daiberi were present,NA
0.751101321585903,0.8410596026490066,0.33774834437086093,0.6433823529411765,0,4750,Gammarus daiberi,species,Gammarus spp.,genus,congener,Sutcliffe 1992,NA,NA,NA,trophic_habit,1,S,categorical,"In fresh waters, particularly running waters, they have a central position in food webs, being responsible (along with some cased-caddisfly larvae) for shredding and comminuting all kinds of decomposing leaf litter; hence their classification as detritivores in the trophic economy of lowland rivers.",NA
0.751101321585903,0.8410596026490066,0.33774834437086093,0.6433823529411765,0,4750,Gammarus daiberi,species,Gammarus spp.,genus,congener,Sutcliffe 1992,NA,NA,NA,voltinism,1,M,categorical,"eggs develop between 17-35 days at 10C dependig on egg size, and enter diapause sometime between mid summer and early winter. Become ovigerous depending on daylight hours.",NA
0.7577092511013216,0.8896247240618101,0.2119205298013245,0.6198529411764706,1,4610,Americorophium spinicorne,species,Corophium spinicorne,species,synonym,Hiebert et al 2016,United States,NA,NA,armoring,1,P,categorical,exoskeleton,NA
0.7577092511013216,0.8896247240618101,0.2119205298013245,0.6198529411764706,1,4610,Americorophium spinicorne,species,Americorophium spinicorne,species,target,Burdi et al. 2021,United States,CA,San Francisco Estuary,body_size_max,NA,7.5,mm,NA,samples from guts of field collected fish
0.7577092511013216,0.8896247240618101,0.2119205298013245,0.6198529411764706,1,4610,Americorophium spinicorne,species,Corophium spinicorne,species,synonym,Hiebert et al 2016,United States,NA,NA,dispersal,1,N,categorical,no planktonic larvae,"young development stage resembles adults, brood stay on female for 4 weeks and the adults are tube dwellers"
0.7577092511013216,0.8896247240618101,0.2119205298013245,0.6198529411764706,1,4610,Americorophium spinicorne,species,Corophium spinicorne,species,synonym,Hiebert et al 2016,United States,NA,NA,habit,1,T,categorical,"inhabit small U-shaped tubes in soft sediments, hard surfaces, sandy beaches, gravel, clay",family level trait of Corophiidae
0.7577092511013216,0.8896247240618101,0.2119205298013245,0.6198529411764706,1,4610,Americorophium spinicorne,species,Corophium spinicorne,species,synonym,Hiebert et al 2016,United States,NA,NA,reproduction,1,S,categorical,NA,"less sexually dimorphic than other corophium species, but still implies that reproduction is direct and requires 2 individuals."
0.7577092511013216,0.8896247240618101,0.2119205298013245,0.6198529411764706,1,4610,Americorophium spinicorne,species,Corophium spinicorne,species,synonym,Hiebert et al 2016,United States,NA,NA,salinity_tolerance,1,33.6,ppt,NA,"strongly euryhaline, often found in freshwater habitats (Erikson 1968)"
0.7577092511013216,0.8896247240618101,0.2119205298013245,0.6198529411764706,1,4610,Americorophium spinicorne,species,Corophium spinicorne,species,synonym,Eriksen 1968,United States,California,Oso Flaco Lake,thermal_tolerance,1,22.8,C,field observation,highest measured temperature of study site where this species is present. (Erikson 1968)
0.7577092511013216,0.8896247240618101,0.2119205298013245,0.6198529411764706,1,4610,Americorophium spinicorne,species,Corophium spinicorne,species,synonym,Hiebert et al 2016,United States,NA,NA,trophic_habit,1,D,categorical,"A detritovore, ingesting particulate organic matter. can also suspension feed by filtering with second gnathopod.","(Sakamaki and Richardson 2009) A. spinicorne sorts material with filtering gnathopods.  Abdominal appendages create a water current that is filtered by the fine hairs on the gnathopods, and the filtrate is then scraped off and ingested (Miller 1984; Kozloff 1993)"
0.7577092511013216,0.8896247240618101,0.2119205298013245,0.6198529411764706,1,4610,Americorophium spinicorne,species,Corophium spinicorne,species,synonym,Hiebert et al 2016,United States,NA,San Francisco Bay,voltinism,1,M,categorical,<4 broods per year,"young remain in brood pouch for four weeks, and females produce up to four broods per year (Green 1968)."
0.73568281938326,0.7461368653421634,0.2847682119205298,0.5889705882352941,1,4630,Americorophium stimpsoni,species,Corophium sp.,genus,confamiliar,Crawford 1937,NA,NA,NA,armoring,1,P,categorical,"generalization for whole genus: exoskeleton, amphopod, but tube dwelling",NA
0.73568281938326,0.7461368653421634,0.2847682119205298,0.5889705882352941,1,4630,Americorophium stimpsoni,species,Americorophium stimpsoni,species,target,Burdi et al. 2021,United States,CA,San Francisco Estuary,body_size_max,NA,7.8,mm,NA,samples from guts of field collected fish
0.73568281938326,0.7461368653421634,0.2847682119205298,0.5889705882352941,1,4630,Americorophium stimpsoni,species,Corophium volutator,species,confamiliar,Stevens et al 2006,New Zealand,NA,Waimapu Estuary,dispersal,1,N,categorical,assuming most amphipods have no larval stage. All sited papers were of this species.,NA
0.73568281938326,0.7461368653421634,0.2847682119205298,0.5889705882352941,1,4630,Americorophium stimpsoni,species,Corophium stimpsoni,species,synonym,Kelley 1966,NA,NA,NA,habit,1,T,categorical,NA,found in higher numbers with sand substrate and low net water velocity.
0.73568281938326,0.7461368653421634,0.2847682119205298,0.5889705882352941,1,4630,Americorophium stimpsoni,species,Corophium spinicorne,species,congener,Hiebert et al 2016,United States,NA,NA,reproduction,1,S,categorical,NA,presumed that members of the same genus are similar in reproduction
0.73568281938326,0.7461368653421634,0.2847682119205298,0.5889705882352941,1,4630,Americorophium stimpsoni,species,Corophium spinicorne,species,congener,Hiebert et al 2016,United States,NA,NA,salinity_tolerance,1,33.6,ppt,NA,Betsy describes them as living in similar habitats based on the GRTS survey data so probably reasonable to use the same salinity tolerance value for both
0.73568281938326,0.7461368653421634,0.2847682119205298,0.5889705882352941,1,4630,Americorophium stimpsoni,species,Corophium stimpsoni,species,synonym,McCarthy 1972,United States,Oregon,Siltcoos River,thermal_tolerance,1,20,C,"range of temperatures observed at field sampling site, See Table 2",NA
0.73568281938326,0.7461368653421634,0.2847682119205298,0.5889705882352941,1,4630,Americorophium stimpsoni,species,Corophium sp.,genus,confamiliar,Miller 1984,NA,NA,NA,trophic_habit,1,D,categorical,"the three species described will desposit and suspension feed. C. spinicorne, C. salmonis, C. insidiosum.",NA
0.73568281938326,0.7461368653421634,0.2847682119205298,0.5889705882352941,1,4630,Americorophium stimpsoni,species,Corophium multisetosum,species,confamiliar,"Cunha et al 2000, Cunha et al 2000",Portugal,NA,Ria de Aveiro,voltinism,2,M,categorical,"based on field observations. semiannual, iteroparous life history. brooding females collected monthly over one year of the study. Second paper found latitudinal variations in fecundity, but still 2+ generations per year and practically continuous breeding due to maturation time and reproductive age",NA
0.73568281938326,0.7461368653421634,0.2847682119205298,0.5889705882352941,1,4630,Americorophium stimpsoni,species,Corophium insidiosum,species,confamiliar,Kevrekidis 2004,Greece,Evros Delta,Monolimni lagoon,voltinism,1,M,categorical,"based on field observations. 2-6.5 generations with variable lifespan, depending on latitude and temperature","Leela's consensus, later split up into different lines of data: semi annual/2 generations per year. Based on multiple papers of different species, C. orientale, C. multisetosum, C. volutator, C. arenarium."
0.9317180616740088,0.7615894039735099,NA,0.5801470588235295,1,2470,Bothrioneurum vejdovskyanum,species,Bothrioneurum vejdovskyanum,species,target,Schenkova et al 2006,Czech Republic,NA,Rokytna River,armoring,1,N,categorical,soft bodied,NA
0.9317180616740088,0.7615894039735099,NA,0.5801470588235295,1,2470,Bothrioneurum vejdovskyanum,species,Bothrioneurum vejdovskyanum,species,target,Timm and Martin 2019,NA,NA,NA,body_size_max,NA,35,mm,NA,NA
0.9317180616740088,0.7615894039735099,NA,0.5801470588235295,1,2470,Bothrioneurum vejdovskyanum,species,Bothrioneurum vejdovskyanum,species,target,Schenkova et al 2006,Czech Republic,NA,Rokytna River,dispersal,1,N,categorical,NA,NA
0.9317180616740088,0.7615894039735099,NA,0.5801470588235295,1,2470,Bothrioneurum vejdovskyanum,species,Bothrioneurum vejdovskyanum,species,target,Schenkova et al 2006,Czech Republic,NA,Rokytna River,habit,1,B,categorical,NA,NA
0.9317180616740088,0.7615894039735099,NA,0.5801470588235295,1,2470,Bothrioneurum vejdovskyanum,species,Bothrioneurum vejdovskyanum,species,target,Schenkova et al 2006,Czech Republic,NA,Rokytna River,reproduction,1,A,categorical,architomy; sexual reproduction is very rare,NA
0.9317180616740088,0.7615894039735099,NA,0.5801470588235295,1,2470,Bothrioneurum vejdovskyanum,species,Bothrioneurum sp.,genus,congener,Muniz et al 2011,Uruguay,NA,Montevideo coastal zone,salinity_tolerance,2,27.5,ppt,measured in field at bottom of water column (see Tables 1 and 3),not necessarily upper salinity limit; just highest value where species observed
0.9317180616740088,0.7615894039735099,NA,0.5801470588235295,1,2470,Bothrioneurum vejdovskyanum,species,Bothrioneurum vejdovskyanum,species,target,Schenkova et al 2006,Czech Republic,NA,Rokytna River,thermal_tolerance,1,19.4,C,highest temperature measured during monthly field sampling over two years in one short section of river (Table 1),not necessarily upper thermal limit; just highest value where species observed
0.9317180616740088,0.7615894039735099,NA,0.5801470588235295,1,2470,Bothrioneurum vejdovskyanum,species,Bothrioneurum sp.,genus,congener,Muniz et al 2011,Uruguay,NA,Montevideo coastal zone,thermal_tolerance,2,25.5,C,measured at bottom of water column in field (see Tables 1 and 3),not necessarily upper thermal limit; just highest value where species observed
0.9317180616740088,0.7615894039735099,NA,0.5801470588235295,1,2470,Bothrioneurum vejdovskyanum,species,Bothrioneurum vejdovskyanum,species,target,Timm 2020,Estonia,NA,NA,trophic_habit,1,D,categorical,NA,NA
0.9317180616740088,0.7615894039735099,NA,0.5801470588235295,1,2470,Bothrioneurum vejdovskyanum,species,Bothrioneurum vejdovskyanum,species,target,Schenkova et al 2006,Czech Republic,NA,Rokytna River,voltinism,1,U,categorical,field observation,NA
0.539647577092511,0.7373068432671082,0.3907284768211921,0.5558823529411765,0,3450,Laonome calida,species,Laonome calida,species,target,Jones et al 2009,United States,CA,San Francisco Bay,armoring,1,N,categorical,NA,NA
0.539647577092511,0.7373068432671082,0.3907284768211921,0.5558823529411765,0,3450,Laonome calida,species,Laonome calida,species,target,Capa et al. 2014,Netherlands,NA,Eijsden,body_size_max,NA,15,mm,NA,body width: 0.5-0.8 mm
0.539647577092511,0.7373068432671082,0.3907284768211921,0.5558823529411765,0,3450,Laonome calida,species,Laonome albicingillum,species,congener,Hsieh et al 2010,Taiwan,NA,"Tanshui River estuarine system, located northwest of Taipei City",dispersal,1,P,categorical,unable to propel themselves through water; settles in 26-33 h after fertilization,NA
0.539647577092511,0.7373068432671082,0.3907284768211921,0.5558823529411765,0,3450,Laonome calida,species,Laonome calida,species,target,Jones et al 2009,United States,CA,San Francisco Bay,habit,1,T,categorical,lives in mucus tubes,NA
0.539647577092511,0.7373068432671082,0.3907284768211921,0.5558823529411765,0,3450,Laonome calida,species,Laonome albicingillum,species,congener,Hsieh 1997,Taiwan,NA,"Tanshui River estuarine system, located northwest of Taipei City",reproduction,1,A,categorical,simultaneous hermaphrodite that can outcross or self-fertilize,Little is known about reproduction in this genus aside from this one species so unclear how common self-fertilization is across species
0.539647577092511,0.7373068432671082,0.3907284768211921,0.5558823529411765,0,3450,Laonome calida,species,Laonome calida,species,target,Capa et al 2007,Australia,NA,Dampier Archipelago,salinity_tolerance,1,35,ppt,based on field data. open-water marine habitat so inferred to be 35 ppt,not clear if Australia and US species are the same; this record already pulled from NEMESIS
0.539647577092511,0.7373068432671082,0.3907284768211921,0.5558823529411765,0,3450,Laonome calida,species,Laonome calida,species,target,Capa et al 2014,Netherlands,NA,Eijsden,thermal_tolerance,1,20,C,upper range of temperatures observed in field during sampling period,NA
0.539647577092511,0.7373068432671082,0.3907284768211921,0.5558823529411765,0,3450,Laonome calida,species,Laonome calida,species,target,Jones et al 2009,United States,CA,San Francisco Bay,trophic_habit,1,F,categorical,NA,NA
0.539647577092511,0.7373068432671082,0.3907284768211921,0.5558823529411765,0,3450,Laonome calida,species,Laonome albicingillum,species,congener,Hsieh 1995,Taiwan,NA,"Tanshui River estuarine system, located northwest of Taipei City",voltinism,1,U,categorical,based on field observations. a little hard to tell because reproduction Oct-May,NA
NA,0.7350993377483444,0.8344370860927153,0.5227941176470589,0,6890,Potamocorbula amurensis,species,Potamocorbula amurensis,species,target,Carlton et al. 1990,United States,California,San Francisco Bay,armoring,1,G,categorical,shell,NA
NA,0.7350993377483444,0.8344370860927153,0.5227941176470589,0,6890,Potamocorbula amurensis,species,Potamocorbula amurensis,species,target,Carlton et al. 1990,NA,NA,Asia,body_size_max,NA,27.5,mm,NA,NA
NA,0.7350993377483444,0.8344370860927153,0.5227941176470589,0,6890,Potamocorbula amurensis,species,Potamocorbula amurensis,species,target,Nicolini and Penry 2000,United States,California,San Francisco Bay,dispersal,1,P,categorical,"planktonic larval stage before settlement, have extended foot to move as settled adults","larvae swim actively from day 2, when inactive were on the bottom of the container with velar lobes retracted. Metamorphosed clams push with extended foot to move actively and to burrow."
NA,0.7350993377483444,0.8344370860927153,0.5227941176470589,0,6890,Potamocorbula amurensis,species,Potamocorbula amurensis,species,target,Nicolini and Penry 2000,United States,California,San Francisco Bay,habit,1,B,categorical,NA,Use extended foot to move and burrow
NA,0.7350993377483444,0.8344370860927153,0.5227941176470589,0,6890,Potamocorbula amurensis,species,Potamocorbula amurensis,species,target,Nicolini and Penry 2000,United States,California,San Francisco Bay,reproduction,1,S,categorical,broadcast spawners,NA
NA,0.7350993377483444,0.8344370860927153,0.5227941176470589,0,6890,Potamocorbula amurensis,species,Potamocorbula amurensis,species,target,Carlton et al 1990,United States,California,San Francisco Bay,salinity_tolerance,1,32.6,ppt,highest observed at field station from June 1987-November 1988.,NA
NA,0.7350993377483444,0.8344370860927153,0.5227941176470589,0,6890,Potamocorbula amurensis,species,Potamocorbula amurensis,species,target,Carlton et al. 1990,United States,California,San Francisco Bay,thermal_tolerance,1,23,C,highest observed in the field,selected as best trait value because from SFE (though other value is higher)
NA,0.7350993377483444,0.8344370860927153,0.5227941176470589,0,6890,Potamocorbula amurensis,species,Potamocorbula amurensis,species,target,Carlton et al. 1990,United States,Asia,NA,thermal_tolerance,2,28,C,highest observed in the field,cited Sverdrup et al 1947
NA,0.7350993377483444,0.8344370860927153,0.5227941176470589,0,6890,Potamocorbula amurensis,species,Potamocorbula amurensis,species,target,Nichols et al. 1990,United States,California,San Francisco Bay,trophic_habit,1,F,categorical,NA,NA
NA,0.7350993377483444,0.8344370860927153,0.5227941176470589,0,6890,Potamocorbula amurensis,species,Potamocorbula amurensis,species,target,Nicolini and Penry 2000,United States,California,San Francisco Bay,voltinism,1,M,categorical,laboratory study. But field studies suggest Reproduction occurs year round in SF Bay,regional variations based on water flow and food availability
0.5682819383259912,0.6512141280353201,0.26048565121412803,0.4933823529411765,1,3330,Hediste limnicola,species,Hediste limnicola,species,target,Smith 1958,US,CA,Lake Merced,body_size_max,NA,122,mm,mean length of left valve of adult female for sample with largest body size,see Table 3 for measurements
0.8061674008810573,0.4922737306843267,NA,0.4455882352941177,1,1130,Prostoma graecense,species,Prostoma graecense,species,target,Pennak 1989,NA,NA,NA,body_size_max,NA,30,mm,NA,NA
NA,0.6379690949227373,0.6490066225165563,0.4294117647058823,0,3130,Marenzelleria neglecta,species,Marenzelleria neglecta,species,target,Sikorski and Bick 2004,NA,NA,NA,body_size_max,NA,115,mm,NA,NA
NA,0.5452538631346578,0.6975717439293598,0.4161764705882353,0,4230,Nippoleucon hinumensis,species,Nippoleucon hinumensis,species,target,Akiyama and Yamamoto 2004,Japan,NA,Seto Inland Sea,armoring,1,P,categorical,exoskeleton,NA
NA,0.5452538631346578,0.6975717439293598,0.4161764705882353,0,4230,Nippoleucon hinumensis,species,Nippoleucon hinumensis,species,target,Gamo 1967,Japan,lbaraki Prefecture,"Lake Hinuma, a brackish water lake connected to the open sea through the River Hinuma",body_size_max,NA,5.5,mm,Female paratype.  The male holotype is 3.7 mm,NA
NA,0.5452538631346578,0.6975717439293598,0.4161764705882353,0,4230,Nippoleucon hinumensis,species,Nippoleucon hinumensis,species,target,Akiyama and Yamamoto 2004,Japan,NA,Seto Inland Sea,dispersal,1,N,categorical,offspring are raised in marsupium; manca larvae are nearly full grown and developed,NA
NA,0.5452538631346578,0.6975717439293598,0.4161764705882353,0,4230,Nippoleucon hinumensis,species,Nippoleucon hinumensis,species,target,Akiyama and Yamamoto 2004,Japan,NA,Seto Inland Sea,habit,1,S,categorical,lives around surface of sediment,"could probably also be categorized as ""burrowing"""
NA,0.5452538631346578,0.6975717439293598,0.4161764705882353,0,4230,Nippoleucon hinumensis,species,Nippoleucon hinumensis,species,target,Akiyama and Yamamoto 2004,Japan,NA,Seto Inland Sea,reproduction,1,S,categorical,sexes are separate; no mention of methods other than sexual reproduction,NA
NA,0.5452538631346578,0.6975717439293598,0.4161764705882353,0,4230,Nippoleucon hinumensis,species,Nippoleucon hinumensis,species,target,Lee et al. 2003,United States,CA,San Francisco Bay,salinity_tolerance,1,27.5,ppt,field observation,didn't have access to book chapter; this is already pulled from NEMESIS database
NA,0.5452538631346578,0.6975717439293598,0.4161764705882353,0,4230,Nippoleucon hinumensis,species,Nippoleucon hinumensis,species,target,Akiyama and Yamamoto 2004,Japan,NA,Seto Inland Sea,thermal_tolerance,1,28,C,"in the field, most populations diapause in summer (~28C)",NA
NA,0.5452538631346578,0.6975717439293598,0.4161764705882353,0,4230,Nippoleucon hinumensis,species,Nippoleucon hinumensis,species,target,Akiyama and Yamamoto 2004,Japan,NA,Seto Inland Sea,trophic_habit,1,D,categorical,NA,NA
NA,0.5452538631346578,0.6975717439293598,0.4161764705882353,0,4230,Nippoleucon hinumensis,species,Nippoleucon hinumensis,species,target,Akiyama and Yamamoto 2004,Japan,NA,Seto Inland Sea,voltinism,1,U,categorical,field observations,NA
0.9030837004405288,0.10154525386313466,NA,0.3352941176470588,0,3430,Manayunkia speciosa,species,Manayunkia speciosa,species,target,Willson et al 2010,United States,CA and OR,multiple rivers and creeks,armoring,1,N,categorical,soft bodied but constructs tube,NA
0.9030837004405288,0.10154525386313466,NA,0.3352941176470588,0,3430,Manayunkia speciosa,species,Manayunkia eriensis,species,synonym,Pennak 1989,NA,NA,NA,body_size_max,NA,4,mm,NA,NA
0.9030837004405288,0.10154525386313466,NA,0.3352941176470588,0,3430,Manayunkia speciosa,species,Manayunkia speciosa,species,target,Willson et al 2010,United States,CA and OR,multiple rivers and creeks,dispersal,1,N,categorical,females brood offspring in tube; probably only disperses when forced by heavy currents,noted that offspring make tubes right next to mother's tube
0.9030837004405288,0.10154525386313466,NA,0.3352941176470588,0,3430,Manayunkia speciosa,species,Manayunkia speciosa,species,target,Willson et al 2010,United States,CA and OR,multiple rivers and creeks,habit,1,T,categorical,lives in tube it makes,NA
0.9030837004405288,0.10154525386313466,NA,0.3352941176470588,0,3430,Manayunkia speciosa,species,Manayunkia speciosa,species,target,Willson et al 2010,United States,CA and OR,multiple rivers and creeks,reproduction,1,S,categorical,sexes are separate,"Croskery 1978 claims without citation that asexual reproduction happens but also says that species is hermaphrodite, which it isn't"
0.9030837004405288,0.10154525386313466,NA,0.3352941176470588,0,3430,Manayunkia speciosa,species,Manayunkia speciosa,species,target,Brehm 1978,United States,MS,Simmon's Bayou near Ocean Springs,salinity_tolerance,1,11,ppt,based on a just five specimens collected from the field so might not be a very good estimate for tolerance,NA
0.9030837004405288,0.10154525386313466,NA,0.3352941176470588,0,3430,Manayunkia speciosa,species,Manayunkia speciosa,species,target,Poe and Stefan 1974,United States,PA,Schuylkill River,thermal_tolerance,1,28.3,C,based on monthly field measurements,"paper also includes ranges for DO, pH, depth, temperature, and velocity"
0.9030837004405288,0.10154525386313466,NA,0.3352941176470588,0,3430,Manayunkia speciosa,species,Manayunkia speciosa,species,target,Willson et al 2010,United States,CA and OR,multiple rivers and creeks,trophic_habit,1,F,categorical,uses tentacles to collect particles passing by tube; probably also deposit feeds (D),NA
0.9030837004405288,0.10154525386313466,NA,0.3352941176470588,0,3430,Manayunkia speciosa,species,Manayunkia speciosa,species,target,Willson et al 2010,United States,CA and OR,multiple rivers and creeks,voltinism,1,U,categorical,annual life cycle described from lab experiments,NA
NA,0.18763796909492272,0.7196467991169978,0.30220588235294116,0,4550,Sinocorophium alienense,species,Corophium alienense,species,synonym,Cohen and Carlton 1995,NA,NA,NA,armoring,1,P,categorical,"exoskeleton, but tube building",NA
NA,0.18763796909492272,0.7196467991169978,0.30220588235294116,0,4550,Sinocorophium alienense,species,Sinocorophium alienense,species,target,Chapman 1988,United States,CA,San Francisco Estuary,body_size_max,NA,6.4,mm,female,NA
NA,0.18763796909492272,0.7196467991169978,0.30220588235294116,0,4550,Sinocorophium alienense,species,Corophium alienense,species,synonym,Chapman 1988,United States,California,San Francisco Bay,dispersal,1,N,categorical,no planktonic larvae mentioned,Nocturnal vertical migration of adults from the benthos into the water column is common among species of Corophium. Species of Corophium are also noted for dispersal over many kilometers in a single night. (this species might be passive? only info is that dispersed into SF bay with vertical migration and tidal movement)
NA,0.18763796909492272,0.7196467991169978,0.30220588235294116,0,4550,Sinocorophium alienense,species,Corophium alienense,species,synonym,Jones et al. 2009,United States,California,"Suisun Slough, North San Francisco Bay",habit,1,T,categorical,NA,NA
NA,0.18763796909492272,0.7196467991169978,0.30220588235294116,0,4550,Sinocorophium alienense,species,Sinocorophium homoceratum,species,congener,Ko et al 2016,Korea,NA,Gomso Bay,reproduction,1,S,categorical,"sexes are separate, no indication of self fertilization",NA
NA,0.18763796909492272,0.7196467991169978,0.30220588235294116,0,4550,Sinocorophium alienense,species,Corophium alienense,species,synonym,Lee et al 2003,United States,California,San Francisco Bay,salinity_tolerance,1,27.5,ppt,field observation,NA
NA,0.18763796909492272,0.7196467991169978,0.30220588235294116,0,4550,Sinocorophium alienense,species,Corophium alienense,species,synonym,Chapman 2007,NA,NA,NA,thermal_tolerance,1,30,C,collected in marsh pools at this temperature,NA
NA,0.18763796909492272,0.7196467991169978,0.30220588235294116,0,4550,Sinocorophium alienense,species,Corophium alienense,species,synonym,Jones et al. 2009,NA,NA,NA,trophic_habit,1,D,categorical,"suspension feeder, and surface deposit feeder. Significant grazer in san francisco bay",NA
NA,0.18763796909492272,0.7196467991169978,0.30220588235294116,0,4550,Sinocorophium alienense,species,Corophium multisetosum,species,confamiliar,"Cunha et al 2000, Cunha et al 2000",Portugal,NA,Ria de Aveiro,voltinism,2,M,categorical,"based on field observations. semiannual, iteroparous life history. brooding females collected monthly over one year of the study. Second paper found latitudinal variations in fecundity, but still 2+ generations per year and practically continuous breeding due to maturation time and reproductive age",NA
NA,0.18763796909492272,0.7196467991169978,0.30220588235294116,0,4550,Sinocorophium alienense,species,Corophium insidiosum,species,confamiliar,Kevrekidis 2004,Greece,Evros Delta,Monolimni lagoon,voltinism,1,M,categorical,"based on field observations. 2-6.5 generations with variable lifespan, depending on latitude and temperature","Leela's consensus, later split up into different lines of data: semi annual/2 generations per year. Based on multiple papers of different species, C. orientale, C. multisetosum, C. volutator, C. arenarium."
0.7070484581497798,0.18543046357615897,NA,0.2985294117647059,1,2410,Aulodrilus limnobius,species,Aulodrilus limnobius,species,target,Timm and Martin 2019,NA,NA,NA,body_size_max,NA,15,mm,NA,NA
0.5903083700440529,0.2891832229580574,NA,0.2933823529411765,0,6630,Melanoides tuberculata,species,Melanoides tuberculata,species,target,Thompson 1989,NA,NA,NA,body_size_max,NA,36,mm,NA,NA
0.7158590308370044,NA,NA,0.2698529411764706,1,2510,Ilyodrilus frantzi,species,Ilyodrilus frantzi,species,target,Timm and Martin 2019,NA,NA,NA,body_size_max,NA,20,mm,NA,NA
0.5550660792951542,0.2163355408388521,NA,0.25735294117647056,1,2630,Quistadrilus multisetosus,species,Quistadrilus multisetosus,species,target,Timm and Martin 2019,NA,NA,NA,body_size_max,NA,35,mm,NA,NA
NA,0.5143487858719646,0.19646799116997793,0.23897058823529413,0,3050,Boccardiella ligerica,species,Boccardiella ligerica,species,target,Hempel 1957 cited in Wolff 1973,Germany,NA,NA,armoring,1,N,categorical,soft bodied,NA
NA,0.5143487858719646,0.19646799116997793,0.23897058823529413,0,3050,Boccardiella ligerica,species,Boccardiella ligerica,species,target,Blake and Woodwick 1971,Netherlands,NA,Zuider Zee,body_size_max,NA,12,mm,NA,NA
NA,0.5143487858719646,0.19646799116997793,0.23897058823529413,0,3050,Boccardiella ligerica,species,Boccardiella ligerica,species,target,Hempel 1957 cited in Wolff 1973,Germany,NA,NA,dispersal,1,P,categorical,eggs are laid in tube and then hatch into ciliated swimming morula larvae,NA
NA,0.5143487858719646,0.19646799116997793,0.23897058823529413,0,3050,Boccardiella ligerica,species,Boccardiella ligerica,species,target,Hempel 1957 cited in Wolff 1973,Germany,NA,NA,habit,1,T,categorical,lives in tube it makes,NA
NA,0.5143487858719646,0.19646799116997793,0.23897058823529413,0,3050,Boccardiella ligerica,species,Boccardiella ligerica,species,target,Rullier 1960,France,NA,canal in Caen,reproduction,1,S,categorical,sexes are separate; no mention of methods other than sexual reproduction,Didn't have access to article; got data from NEMESIS
NA,0.5143487858719646,0.19646799116997793,0.23897058823529413,0,3050,Boccardiella ligerica,species,Boccardiella ligerica,species,target,Kravitz 1987,United States,FL,Gulf of Mexico,salinity_tolerance,1,30,ppt,collected in field at 30 PSU but rare above 18 PSU,this is already pulled from NEMESIS database
NA,0.5143487858719646,0.19646799116997793,0.23897058823529413,0,3050,Boccardiella ligerica,species,Boccardiella ligerica,species,target,Wern 1985,United States,TX,brackish marsh at Sea Rim State Park,thermal_tolerance,1,31,C,field observation,Didn't have access to article; got data from NEMESIS
NA,0.5143487858719646,0.19646799116997793,0.23897058823529413,0,3050,Boccardiella ligerica,species,Boccardiella ligerica,species,target,Hempel 1957 cited in Wolff 1973,Germany,NA,NA,trophic_habit,1,F,categorical,plankton under 600 um diameter; possibly also CG on debris,NA
NA,0.5143487858719646,0.19646799116997793,0.23897058823529413,0,3050,Boccardiella ligerica,species,Boccardiella ligerica,species,target,Hempel 1957 cited in Wolff 1973,Germany,NA,NA,voltinism,1,U,categorical,field observations. indicated sexually mature individuals present July-Oct,NA
NA,0.22958057395143489,0.4746136865342163,0.23455882352941176,0,4670,Grandidierella japonica,species,Grandidierella japonica,species,target,Chapman and Dorman 1975,NA,NA,NA,body_size_max,NA,22,mm,"male, female is 13 mm",NA
0.6233480176211453,NA,NA,0.2235294117647059,1,2450,Aulodrilus japonicus,species,Aulodrilus japonicus,species,target,Timm and Martin 2019,NA,NA,NA,body_size_max,NA,25,mm,NA,NA
