Girardia tigrina,turbellarian sp. A,Prostoma graecense,Teratocephalus sp. A,Dorylaimus sp. A,Actinolaiminae sp. A,mermithid sp. A,Dero trifida,Slavina appendiculata,Aulodrilus limnobius,Aulodrilus pigueti,Aulodrilus japonicus,Bothrioneurum vejdovskyanum,Branchiura sowerbyi,Ilyodrilus frantzi,Ilyodrilus templetoni,Limnodrilus hoffmeisteri,Limnodrilus udekemianus,Psammoryctides californianus,Quistadrilus multisetosus,Embolocephalus nikolskyi,Tubificoides heterochaetus,Varichaetadrilus angustipenis,Sparganophilus eiseni,Altmanella freidris,Lumbriculus variegatus,Mooreobdella microstoma,Boccardiella ligerica,Pseudopolydora kempi,Streblospio benedicti,Marenzelleria neglecta,Heteromastus filiformis,Hediste limnicola,Alitta succinea,Manayunkia speciosa,Laonome calida,Isocypris sp. A,Candona sp. A,Cyprideis sp. A,Balanus improvisus,Nippoleucon hinumensis,Sinelobus sp. A,Synidotea laevidorsalis,Gnorimosphaeroma insulare,Gnorimosphaeroma oregonensis,Uromunna sp. A,Ampelisca abdita,Sinocorophium alienense,Americorophium spinicorne,Americorophium stimpsoni,Grandidierella japonica,Gammarus daiberi,Hyalella sp. A,Rhithropanopeus harrisii,Procladius sp. A,Cryptochironomus sp. A,Fluminicola sp. A,Gyraulus circumstriatus,Physa sp. A,Melanoides tuberculata,Corbicula fluminea,Pisidium casertanum,Pisidium compressum,Limecola petalum,Potamocorbula amurensis
3.205,0,103.63083333333333,0,41.66583333333333,30.447499999999998,16.025,8.0125,5.341666666666667,207.265,0,40.06333333333333,338.1408333333333,0,69.97833333333334,3.205,106.8375,0,0,20.8325,7.4783333333333335,0,320.5108333333333,14.956666666666667,0,4.8075,0,0,0,0,0,0,5.8758333333333335,0,2162.394166666667,248.93,2.6708333333333334,10.149166666666666,0,0,0,0.5341666666666667,0,1.0683333333333334,0,0,0,0,686.4316666666667,1423.0775,0,1889.4241666666667,7.4783333333333335,0,0.5341666666666667,0,0,1.6025,0.5341666666666667,12.285833333333333,857.3708333333333,5.341666666666667,5.341666666666667,0,0
0,17.094166666666666,4.8075,0,2.6708333333333334,2.1366666666666667,6.41,0,0,0,0,0,96.6875,0.5341666666666667,0,13.888333333333332,372.32916666666665,2.6708333333333334,6.41,0,0,0,619.6575,0,0,0,0,11.217500000000001,0,0,200.32083333333333,0,15.490833333333333,0,2.1366666666666667,423.61083333333335,0,0,0,3.2049999999999996,95.61916666666667,0,0,5.341666666666666,0,5.8758333333333335,0,1.6025,104.7,2069.4441666666667,10.683333333333334,883.0116666666667,0,1.6025,0,0,0,0,0,10.683333333333334,91.34583333333333,0.5341666666666667,0,0,372.8616666666666
0,1.0683333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.08083333333335,0,0,0,0,56.08833333333333,0,0,0,0,0,2.6708333333333334,1.0683333333333334,0,37.3925,0.5341666666666667,0.5341666666666667,1.0683333333333334,0,0.5341666666666667,0,0,0,3.205,595.085,0,3.205,0,0,0,23.504166666666666,2917.2008333333333,0,0,344.55083333333334,11.2175,0,0,0,0,0,0,0,0,0,0,0,1.0683333333333334,1934.8291666666667
11.751666666666667,0,83.3325,0,50.21333333333334,64.63666666666667,13.888333333333332,8.0125,10.149166666666666,231.83666666666667,0,42.73416666666667,271.3666666666667,0,26.174166666666665,0.5341666666666667,25.105833333333333,1.0683333333333334,0,42.199999999999996,6.944166666666667,0,237.18,33.11833333333333,0,15.490833333333333,4.273333333333333,0,0,0,0,0,12.82,0,875,32.585,2.1366666666666667,1.0683333333333334,0,0,0,0.5341666666666667,0,0,0,0,0,0,28.311666666666664,133.54666666666665,0,271.36833333333334,3.2049999999999996,0,1.0683333333333334,0,0,0.5341666666666667,2.6708333333333334,19.230833333333333,1066.24,2.6708333333333334,1.6025,0,0
0.5341666666666667,2.6708333333333334,8.546666666666667,0,5.341666666666667,0.5341666666666667,25.64,0,0.5341666666666667,0,0,0,191.23833333333334,0,0,5.341666666666667,312.49916666666667,1.0683333333333334,5.341666666666667,1.0683333333333334,0,0,454.5941666666667,0,0,0,0,34.18666666666667,0,0,239.85,0,31.515833333333333,0,1.0683333333333334,584.4016666666666,18.69666666666667,0.5341666666666667,0.5341666666666667,0,8.0125,0,0,0,0,3.205,0,0,869.1241666666666,2162.391666666667,1.6025,1211.0041666666666,0.5341666666666667,0,0,1.0683333333333334,0,0,0.5341666666666667,11.751666666666667,544.3375,0,0,0,157.05083333333332
0,0,0,0,0.5827272727272728,0,0.5827272727272728,0,0,0,0,0,0,0,0,0,2.330909090909091,0,0,0,0,113.63454545454545,1.1654545454545455,0,0,0,0,2.9136363636363636,0,0,132.86636363636362,0,0,1.7481818181818183,0,5.244545454545454,1.1654545454545455,0,0,0,283.79818181818183,0,0,0,0,0,1.1654545454545455,419.58,1.7481818181818183,361.30454545454546,14.569090909090908,283.8,0,0,1.1654545454545455,0,0,0,0,0,1.1654545454545455,0,0,1.7481818181818183,371.21363636363634
0.4008333333333333,0.4008333333333333,45.2725,1.2025,100.96416666666667,36.858333333333334,2.404166666666667,4.006666666666667,0.8016666666666666,284.055,0,52.88666666666667,168.66916666666665,5.208333333333334,215.94583333333333,8.814166666666667,693.91,2.404166666666667,1.6025,80.1275,3.6058333333333334,0,321.31416666666667,4.006666666666667,0,2.0033333333333334,0,0,0,0,0,0,4.4075,0,2554.0858333333335,4.0075,11.2175,34.85583333333334,0,0,0,0,0,0,0,0,0,0,18.43,223.95833333333334,0,155.44833333333332,0,0,20.833333333333332,6.41,0,0.8016666666666666,0,17.63,735.9775,22.436666666666667,16.025000000000002,0,0
0,1.3118181818181818,6.12,0.43727272727272726,13.55,8.303636363636365,107.95545454545454,0,0.8745454545454545,30.15909090909091,0,0.8745454545454545,209.79090909090908,0,0,0,31.03,0.43727272727272726,3.497272727272727,3.0609090909090906,0,0,268.79636363636365,0,0,0,0,1.3118181818181818,0,0,24.477272727272727,0,2.186363636363636,0,10.49090909090909,45.018181818181816,12.238181818181818,0,0.43727272727272726,0,2.6227272727272726,0.43727272727272726,0,1.3118181818181818,0,2.6227272727272726,0,0.43727272727272726,174.82454545454544,942.3072727272727,0,329.10818181818183,0.8745454545454545,0,0,0.43727272727272726,0,0,0.8745454545454545,54.196363636363635,1024.4754545454546,0,0,0,18.794545454545453
0,0,0,0,0,0,0.43727272727272726,0,0,0,0,0,0,0,0,0,1.748181818181818,0,0,0,0,61.625454545454545,2.186363636363636,0,0,0,0,0,0,0,233.39272727272729,0,0,0,0,2.1854545454545455,0,0,0,0.43727272727272726,34.09090909090909,0,1.3118181818181818,0,0,0,0.43727272727272726,181.38181818181818,0.43727272727272726,64.68636363636364,0.43727272727272726,12.238181818181818,0,0,0,0,0,0,0,0,2.186363636363636,0,0,0.43727272727272726,573.8645454545455
0,1.6025,59.69583333333333,8.0125,69.31166666666667,27.245,3.205833333333333,3.205833333333333,5.609166666666667,149.04,0,22.035833333333333,214.74333333333334,1.6025,51.280833333333334,0.8016666666666666,131.01,8.414166666666667,0,30.449166666666667,6.410833333333334,0,250.80083333333334,3.2066666666666666,0,1.6025,0,0,0,0,0,0,2.0041666666666664,0,2354.9683333333332,2.8049999999999997,0.4008333333333333,2.0033333333333334,0,0,0,0,0,0,0,1.6025,0,0,91.7475,255.20833333333334,0,244.39249999999998,0.4008333333333333,0,0.4008333333333333,0,0,0,0.4008333333333333,17.628333333333334,796.4741666666666,8.414166666666667,2.404166666666667,0,0
0,10.418333333333333,6.010833333333333,0.8016666666666666,7.613333333333333,8.815,37.259166666666665,0,0,69.31166666666667,0,0.4008333333333333,195.91416666666666,0,1.2016666666666667,0.4008333333333333,173.4775,0.4008333333333333,14.424166666666666,6.8125,0,0,1052.8841666666667,0.4008333333333333,0,0,0,0.4008333333333333,0,0,245.99333333333334,0,2.0041666666666664,0,9.616666666666667,40.865833333333335,0.4008333333333333,0.8016666666666666,4.0075,0,56.490833333333335,0,0,5.208333333333334,0,0,0,2.404166666666667,1691.1058333333333,2015.2241666666666,1.6033333333333333,736.7791666666667,0.4008333333333333,0,0.8016666666666666,0.8016666666666666,0,0,0,78.12583333333333,1159.8558333333333,0,0,0,165.86666666666665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6033333333333333,0,0,0,0,19.231666666666666,3.205833333333333,0,0,0,0,0,0,0,268.43083333333334,0,0,1.6033333333333333,0,2.405,0,0,0,20.031666666666666,157.45166666666665,0,1.6033333333333333,0,0,0,0.4008333333333333,247.19666666666666,2.8049999999999997,18.43,16.826666666666664,14.0225,0,0,0,0.4008333333333333,0,0,0,0,46.87500000000001,0,0,4.408333333333333,1632.2116666666666
1.2025,0,97.75666666666666,0,26.043333333333333,21.235,8.815,0.8016666666666666,0,261.6175,0.4008333333333333,36.46,390.625,0,70.91333333333333,2.405,66.10666666666667,3.205833333333333,0,37.259166666666665,24.440833333333334,0,616.5858333333333,9.615833333333333,0,6.01,0.8016666666666666,0,0,0,0,0,0.8016666666666666,0,3233.5725,9.215833333333334,0.4008333333333333,1.2025,4.8075,0,0,0,0,1.6025,0,0.8016666666666666,0,0,604.5675,847.7558333333334,0,499.2008333333333,0.4008333333333333,0,2.0033333333333334,0.4008333333333333,0,0.4008333333333333,2.0033333333333334,43.26916666666666,1663.0591666666667,9.215,2.404166666666667,0,0
1.6025,4.006666666666667,22.435,0,27.24416666666667,12.02,311.6983333333333,2.0033333333333334,2.404166666666667,216.345,0.4008333333333333,2.8049999999999997,317.3075,2.404166666666667,0.8016666666666666,4.808333333333334,432.69166666666666,0,9.215,13.621666666666666,0,0,2127.8058333333333,0,0,0,2.0033333333333334,3.205833333333333,0,0,240.38416666666666,0,3.6058333333333334,0,3.205833333333333,54.48833333333334,4.006666666666667,1.6025,2.404166666666667,0,9.215,2.404166666666667,0,3.205833333333333,0,0.4008333333333333,0,0,1893.0291666666667,2264.8233333333333,0,903.445,2.404166666666667,0,0,0.4008333333333333,0,0.4008333333333333,0,219.9525,1747.1958333333334,0,0,0,187.49916666666667
0,0,0,0,0,0,0.4008333333333333,0,0,0,0,0,1.2025,0,0,0,69.71166666666667,0,0,0,0,16.025833333333335,9.615833333333333,0,0,0,0,0,0,0,193.10833333333332,0,1.2016666666666667,5.609999999999999,0,0.4008333333333333,0.8016666666666666,0,0,0,105.36916666666667,0,0,0,0.4008333333333333,0,0,7.611666666666666,1.2016666666666667,633.4133333333333,1.6033333333333333,96.15416666666667,0,0,0.8016666666666666,0,0,0,0,0,6.410833333333333,0,0,1.6033333333333333,450.32
2.8049999999999997,0,50.88166666666667,3.205,13.6225,6.01,2.8049999999999997,2.0033333333333334,0.8016666666666666,201.1225,0.4008333333333333,27.645,308.0925,0,26.44333333333333,0.8016666666666666,127.00333333333333,4.406666666666666,0,28.445833333333333,15.625833333333333,0,599.7591666666667,16.8275,0.4008333333333333,3.205833333333333,1.6025,0,0,0,0,0,0,0,951.1208333333334,7.6125,9.215,10.015833333333333,0,0,0,0,0,0,0,0,0,0,173.4775,376.6025,0,152.24416666666667,6.810833333333333,0,2.0033333333333334,0,0,0.4008333333333333,0,18.829166666666666,1349.7591666666667,6.410833333333334,1.2025,0,0
2.404166666666667,0.4008333333333333,13.623333333333333,0,0.8016666666666666,5.2091666666666665,91.34666666666666,0,0,21.635833333333334,0,0.4008333333333333,85.33666666666667,0,0,1.2016666666666667,54.086666666666666,0,0.4008333333333333,4.006666666666667,0,0,915.0641666666667,0.4008333333333333,0,0,0,0.8016666666666666,0,0,110.57666666666667,0,1.2025,0,4.006666666666667,33.655,1.6025,1.2016666666666667,0,0,19.231666666666666,0.8016666666666666,0,1.6025,2.404166666666667,1.2025,0,0,2296.875,2104.1666666666665,0,1124.6,4.4075,0,0,0,0,0.4008333333333333,0.4008333333333333,76.12166666666667,889.8233333333334,0,0,0,92.1475
0,0,0,0,0,0,0,0,0,0,0,0.4008333333333333,0.4008333333333333,0,0,0,72.515,0,0,0,0,3.205833333333333,6.01,0,0,0,0,0,0,0,165.465,0,0,1.6033333333333333,0,0.4008333333333333,0,0,0,0,106.97333333333333,0,2.0033333333333334,0,0,0,0.8016666666666666,296.47583333333336,2.0041666666666664,93.75,0,19.631666666666668,0,0,0,0,0,0,0,0,2.0033333333333334,0,0,0.4008333333333333,1917.8683333333333
1.6025,0,52.48416666666667,4.006666666666667,15.625833333333334,3.205833333333333,4.006666666666667,8.0125,4.406666666666666,113.38,0,26.844166666666666,214.74333333333334,0.4008333333333333,72.51666666666667,3.6066666666666665,66.10666666666667,1.6033333333333333,0,28.845833333333335,26.04083333333333,0,504.8066666666667,9.215,2.404166666666667,0.4008333333333333,0.8016666666666666,0,0,0,0,0,2.0033333333333334,0,471.1541666666667,8.414166666666667,4.006666666666667,0,0.4008333333333333,0,0,0,0,0,0,3.6058333333333334,0,0,27.644166666666667,165.46416666666667,0,141.42666666666668,0.8016666666666666,0,2.404166666666667,0.4008333333333333,0,0,0,22.035833333333333,703.1233333333333,6.411666666666666,0.8016666666666666,0,0
0,2.0041666666666664,7.2124999999999995,0,0.8016666666666666,6.01,52.88333333333333,0.8016666666666666,0,24.039166666666667,0,0,105.77083333333333,0,0,0,48.47833333333333,0,1.2025,0.4008333333333333,0,0,673.0783333333334,0.8016666666666666,0,0,0,5.2091666666666665,0,0,481.9716666666667,0,1.2025,0,0,9.215,0,0.4008333333333333,0,0,47.6775,4.006666666666667,0,6.8116666666666665,1.2025,10.817499999999999,0,0.4008333333333333,3485.576666666667,205.93,0.4008333333333333,1249.5983333333334,2.8049999999999997,0,0,0,0,0,0.4008333333333333,17.228333333333335,573.3166666666667,0,0.4008333333333333,0,251.20166666666668
0,0,0,0,0,0,0.4008333333333333,0,0,0,0,0,0,0,0,0,167.06833333333333,0,0,0,0,10.0175,5.208333333333333,0,0.4008333333333333,0,0,0,0,0,102.96583333333334,0,0.8016666666666666,0.4008333333333333,0,1.6033333333333333,0,0,0,61.29833333333334,80.52833333333334,0,0.8016666666666666,0,0.4008333333333333,0,1.2025,1911.0591666666667,4.408333333333333,38.862500000000004,0.8016666666666666,14.423333333333334,0,0,0.4008333333333333,0,0,0,0,0,0.4008333333333333,0,0,2.405,1125.8008333333332
0,0,13.2225,0,0.4008333333333333,2.404166666666667,4.808333333333334,0,0,45.67333333333333,0.8016666666666666,14.023333333333333,123.39583333333333,0,73.31833333333333,2.404166666666667,96.155,4.4075,0,6.410833333333334,5.609999999999999,0,579.7275,2.8049999999999997,0.8016666666666666,1.6025,0.8016666666666666,0,0,0,0,0,2.805,0,376.6033333333333,29.248333333333335,0,0,0,0,0,0,0,0,0,0.8016666666666666,0,0,262.0208333333333,968.3491666666666,0,556.49,1.6025,0,1.2025,0.4008333333333333,0,0,0.4008333333333333,12.42,521.2333333333333,16.828333333333333,1.6025,0,0
0,1.2025,2.405,0,0,0,10.015833333333333,0,0,0.4008333333333333,0,0,38.4625,0,0.4008333333333333,0,147.035,0.8016666666666666,0.4008333333333333,2.0033333333333334,0,0,477.56416666666667,0,0,0,0,4.4075,0,0,207.13083333333333,0,2.0041666666666664,0,0,54.4875,0,0,0,0,98.95916666666666,5.2091666666666665,1.6033333333333333,0,2.0033333333333334,5.2091666666666665,0,1.2025,2031.6516666666666,50.48166666666666,2.0033333333333334,415.4658333333333,0.4008333333333333,0,0.8016666666666666,0,0,0,0,1.2025,145.03166666666667,0,0,0,338.9433333333333
0,0,0,0,0,0,0.4008333333333333,0,0,0.4008333333333333,0,0,0,0,0,0,61.699999999999996,0,0,0,0,26.4425,3.6058333333333334,0,0,0,0,0,0,0,59.69583333333333,0,6.8116666666666665,2.0041666666666664,0,0,0,0,0,192.30833333333334,178.285,0,2.0033333333333334,0,0,0,6.8125,1591.3475,0.8016666666666666,0.8016666666666666,4.4075,0,0,0,0,0,0,0,0,0,0.8016666666666666,0,0,2.0041666666666664,2705.53
0,0,24.038333333333334,3.205,0.4008333333333333,0,2.8041666666666667,0,0,21.63416666666667,0,8.815,72.51666666666667,0,32.8525,0.4008333333333333,70.11166666666666,3.6066666666666665,0,7.211666666666666,23.238333333333333,0,313.3,0.8016666666666666,2.404166666666667,3.6058333333333334,0,0,0,0,0,0,1.2025,0,211.93916666666667,39.663333333333334,3.205,5.208333333333333,20.0325,0,0,0,0,0,0,0,0,0,294.4708333333333,358.1716666666667,0,450.7208333333333,0.4008333333333333,0,1.6025,0,0,0,0,68.10833333333333,840.1441666666667,10.4175,0.8016666666666666,0,0
0,0,3.9336363636363636,0,0,0,20.106363636363636,0,0,0,0,0,2.6236363636363635,0,0.8745454545454545,0,18.357272727272726,0,0,0,0,0,38.46181818181818,0.43727272727272726,0,0,0,8.741818181818182,0,0,8.74090909090909,0,10.052727272727273,0,0,27.535454545454545,0,0,0.43727272727272726,0,3.934545454545454,18.792727272727273,3.059090909090909,3.06,10.928181818181818,10.489090909090908,0.43727272727272726,1.748181818181818,5342.220909090909,59.878181818181815,3.059090909090909,1002.6218181818182,0,0,0.43727272727272726,0,0,0,0,0,185.75,0,0.43727272727272726,0,156.03272727272727
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8175,0,0,0,0,10.016666666666666,1.2025,0,0,0,0,0,0.4008333333333333,0,176.68333333333334,0.8016666666666666,0.4008333333333333,4.409166666666667,0,0.8016666666666666,0,0,0,2.8049999999999997,247.19583333333333,0,1.2025,0,0,0,6.01,1414.6633333333334,1.2016666666666667,0.4008333333333333,26.843333333333334,1.2016666666666667,0,0,0,0,0,0,0,0,0,0,0,4.809166666666666,3390.6233333333334
0,0,22.597,0.481,1.4429999999999998,0,3.847,0,0.962,26.442,0,5.289,42.788,0,22.116,3.846,197.11499999999998,3.847,0,11.058,33.173,0,434.135,2.404,10.097,0,1.923,0,0,0,0,0,1.4429999999999998,0,227.404,32.213,0,2.885,315.866,0,0,0,0,0,0,0,0,0,424.04,216.828,0,815.385,5.289,0,7.692,0,0,0,0.481,211.541,692.307,3.3659999999999997,2.8859999999999997,0,0
0,0.962,4.808999999999999,0,0,0.962,50,0,0,0,0,5.288,18.751,0,9.615,0,349.519,4.808,0,0,0,0,319.713,0,0,0,0,3.847,0,0,59.136,0,7.212,0.481,0,79.808,0.962,0,0,0,9.136000000000001,6.25,0.481,6.25,1.4429999999999998,13.462,0,0.962,7294.7119999999995,16.827,0,1699.999,0,0,0,0,0,0,0,0.481,168.27,0,0,0,65.386
0,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.001000000000005,0,0,0,0,48.558,4.327,0,0,0,0,0,0,0.481,134.13400000000001,1.4429999999999998,5.288,10.097,0,4.327999999999999,0,0,0,1.442,405.77,0,0.962,0,0.481,0,2.885,2765.865,0.962,1.924,22.116,14.904,0,0,0,0,0,0,0,0,32.692,0,0,2.405,3701.443
1.2025,0,37.26,0,1.2025,0,2.405,0,1.2025,14.4225,0,13.2225,55.2875,0,51.685,0,96.155,3.6075,0,7.2124999999999995,52.8875,0,700.72,0,0,1.2025,1.2025,0,0,0,0,0,1.2025,0,193.5075,42.0675,0,0,461.53999999999996,0,0,0,0,0,0,0,0,0,44.47,122.595,0,313.7025,2.405,0,2.405,0,0,0,2.405,68.51,326.9225,2.405,0,0,0
0,2.405,1.2025,0,0,0,19.23,0,0,0,0,0,19.23,0,0,0,114.1825,4.8075,1.2025,0,0,0,418.27,0,0,0,0,8.415,0,0,34.8575,0,9.6175,0,0,299.27750000000003,0,0,0,8.415000000000001,7.2124999999999995,7.2125,4.8075,8.4125,1.2025,0,0,0,1799.28,39.665,8.4125,585.335,0,0,0,0,0,0,0,146.635,350.965,0,0,0,558.8925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.045,0,0,0,0,10.82,0,0,0,0,0,0,0,0,15.6275,0,0,20.4325,0,6.01,0,0,0,4.8075,79.325,0,0,0,0,0,7.2125,2215.1425,1.2025,6.01,36.057500000000005,8.415,0,0,0,0,0,0,0,0,45.6725,0,0,0,2682.69
0.8016666666666666,0,87.33833333333334,0,1.6033333333333333,0.8016666666666666,15.225,5.608333333333333,10.416666666666666,60.096666666666664,0,34.455,216.345,2.4033333333333333,34.45666666666667,1.6033333333333333,208.33333333333334,0.8016666666666666,0,76.12166666666667,29.648333333333333,0,842.9483333333334,2.405,10.416666666666666,0,1.6033333333333333,0,0,0,0,0,8.013333333333334,0,2963.1416666666664,23.238333333333333,4.808333333333334,4.008333333333333,1078.525,0,0,3.205,0,0,0,0,0,0,146.635,133.01333333333335,0,108.17333333333333,19.23166666666667,0,47.276666666666664,3.205,0,0,0,53.68666666666667,489.58333333333337,4.808333333333334,106.57000000000001,0,0
0.8016666666666666,4.008333333333333,20.833333333333332,0,4.006666666666667,0,137.82,0,0,5.609999999999999,0,0,201.12,0,0.8016666666666666,2.405,203.525,4.006666666666667,12.02,3.2066666666666666,0,0,2600.9616666666666,1.6033333333333333,0,0,0,11.219999999999999,0,0,87.34,0,47.275,0,0,843.7483333333333,0,0,0,8.813333333333334,138.62166666666667,6.411666666666666,0,5.609999999999999,0,3.2066666666666666,0,0.8016666666666666,930.2883333333334,358.17333333333335,2.405,2020.0333333333333,0,0,0.8016666666666666,0,0,0,0,28.046666666666667,1004.8083333333333,0.8016666666666666,0,0,401.4433333333333
0,0,0,0,0,0,0,0,0,0,0,0,0.8016666666666666,0,0,0,48.876666666666665,0,0,0,0,16.026666666666667,2.405,0,0,0,0,0,0,0,6.411666666666666,0,12.018333333333333,9.616666666666667,0,7.213333333333333,0,0,0,2.405,118.59166666666667,0,2.405,0,0,0,4.808333333333334,2687.5016666666666,0,6.41,34.455,8.013333333333334,0,0,0,0,0,0,0,0,0.8016666666666666,0,0,0,2943.91
0.4008333333333333,0.4008333333333333,14.823333333333332,0.4008333333333333,3.205,1.2025,9.215,0.8016666666666666,0,42.86833333333333,0,12.82,245.99416666666667,4.4075,145.03333333333333,3.205,305.68916666666667,23.2375,0,24.439166666666665,40.465833333333336,0,657.4516666666667,11.219166666666666,5.609166666666667,2.8049999999999997,3.2066666666666666,0,0,0,0,0,32.05166666666667,0,675.0808333333333,10.016666666666666,4.006666666666667,2.0041666666666664,305.68916666666667,0,0,0,0,0,0,0,0,0,622.9966666666667,431.4891666666667,0,1795.6741666666667,13.620833333333334,0,91.34666666666666,4.006666666666667,0,1.2016666666666667,2.0033333333333334,39.66416666666667,1438.7016666666666,114.5825,0.8016666666666666,0,0
1.6033333333333333,5.2091666666666665,23.638333333333332,0,6.810833333333333,0,129.8075,1.6025,0,18.02916666666667,0,0,361.37833333333333,2.0033333333333334,0,1.6025,409.45666666666665,15.225000000000001,9.615,4.809166666666666,0,0,1586.94,0,0,0,2.0033333333333334,5.2091666666666665,0,0,171.47333333333333,0,12.02,0,0,1154.6466666666668,19.631666666666668,0,0,0,58.0925,0,0,34.055,0,0,0,4.406666666666666,2880.2083333333335,1570.915,0.4008333333333333,1904.2475,0.8016666666666666,0,0.4008333333333333,1.6025,0.4008333333333333,0.4008333333333333,4.006666666666667,24.839166666666664,1364.9825,0,0,0,101.7625
0,0,0.4008333333333333,0,0.4008333333333333,0,0.8016666666666666,0,0,0,0,0,0,0,0,0,73.3175,0,0,0,0,2.404166666666667,4.8075,0,0,0,0,0,0,0,62.50083333333333,0,6.411666666666666,3.205833333333333,0,59.29666666666667,0,0,0,2.404166666666667,9.215,0,1.6033333333333333,0,0,0,0.4008333333333333,1958.7341666666666,17.629166666666666,773.6391666666667,9.215833333333334,147.03416666666666,0,0.4008333333333333,0,0,0,0,0,0,2.405,0,0,0,5342.149166666667
1.6033333333333333,0,58.494166666666665,3.205833333333333,0.8016666666666666,1.2025,4.808333333333334,11.619166666666667,6.810833333333333,39.66416666666667,0,31.250833333333333,512.42,1.2025,54.8875,0.4008333333333333,62.899166666666666,9.215833333333334,0,13.221666666666668,66.105,0,530.0483333333333,8.815,15.224166666666667,1.2025,1.6033333333333333,0,0,0,0,0,4.808333333333334,0,1610.9791666666667,64.10333333333334,4.007499999999999,2.8049999999999997,1113.3808333333334,0,0,0,0,0,0,0.4008333333333333,0,0,433.495,702.3241666666667,0,1120.9941666666666,10.818333333333333,0,10.8175,0.4008333333333333,0,0.8016666666666666,0,12.02,718.7483333333333,26.844166666666666,1.2025,0,0
0.4008333333333333,15.225,18.830833333333334,0,2.0033333333333334,1.6025,91.345,0,0,7.6125,0,0,480.76916666666665,0.8016666666666666,0.4008333333333333,1.2025,34.05416666666667,0,2.0033333333333334,6.410833333333334,0,0,334.53499999999997,0.8016666666666666,0,0,0.8016666666666666,16.8275,0,0,155.04916666666665,0,9.615833333333333,0,2.0033333333333334,917.4666666666667,0,0,0,0,215.545,24.039166666666667,0,14.423333333333334,15.625833333333333,40.865833333333335,0,8.414166666666667,7508.815833333333,264.8233333333333,34.455,2077.725,6.410833333333333,0,3.205,0,0.4008333333333333,0,0,3.6066666666666665,699.1183333333333,0,0,0,127.40416666666667
0,1.6025,0.8016666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,16.428333333333335,0,0,0,0,7.613333333333333,0.8016666666666666,0,0,0,0,2.404166666666667,6.410833333333334,0,40.064166666666665,0,0.8016666666666666,0.8016666666666666,0,132.21166666666667,0,0,0,2.805833333333333,145.43166666666667,0,7.2124999999999995,0,0.8016666666666666,0,6.01,3865.786666666667,0.4008333333333333,3.205833333333333,93.75,3.6066666666666665,0,0,0,0,0,0,0,0,0.8016666666666666,0,0,2.805833333333333,4012.4183333333335
0,0,36.858333333333334,1.6025,1.2025,1.6025,8.413333333333332,1.2025,1.2025,60.09583333333333,0,8.814166666666667,325.7191666666667,1.6033333333333333,32.450833333333335,0.8016666666666666,87.7425,0,0,28.446666666666665,98.96083333333333,0,752.805,0.4008333333333333,71.31333333333333,0,1.6033333333333333,0,0,0,0,0,4.808333333333334,0,489.1825,35.25666666666667,0,2.404166666666667,569.7108333333333,0,0,0.4008333333333333,0,0,0,0,0,0,757.6133333333333,567.3075,0,872.1958333333333,0.4008333333333333,0,0.4008333333333333,0,0,0,0.4008333333333333,29.2475,732.3708333333334,1.6033333333333333,19.63083333333333,0,0
0,5.609999999999999,3.6066666666666665,0,0,4.006666666666667,45.674166666666665,0.4008333333333333,0,13.221666666666668,0,0,526.0425,0.8016666666666666,5.609166666666667,6.01,689.9033333333333,4.8075,28.84583333333333,10.817499999999999,0.4008333333333333,0,2690.3050000000003,0.8016666666666666,0,0,0,40.465,0,0,223.95833333333334,0,35.656666666666666,0,0,2334.1358333333333,0,0.8016666666666666,0.8016666666666666,0,743.59,1.2025,0.8016666666666666,21.234166666666667,22.837500000000002,0.4008333333333333,0.4008333333333333,19.230833333333333,2872.5958333333333,56.490833333333335,80.92916666666666,1106.97,0.8016666666666666,0.8016666666666666,0,0,0,0,0,1.6025,739.1816666666667,0,0,0.4008333333333333,380.20750000000004
0,0,0.4008333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,18.83,0,0,0,0,30.850833333333334,2.404166666666667,0,0,0,0,2.8049999999999997,14.824166666666667,1.2025,17.2275,1.2025,0.8016666666666666,0,0,14.025,0,0,0,59.69583333333333,316.90749999999997,0,14.0225,0,1.2025,0,13.623333333333333,3752.0025,0,0,189.1025,13.221666666666666,0,0,0,0,0,0,0,0,0,0,0,3.205833333333333,8843.75
